-10.00000000 -0.00217417 0.00500000
-9.59183673 0.00121944 0.00500000
-9.18367347 0.00270040 0.00500000
-8.77551020 0.00524403 0.00500000
-8.36734694 0.00219131 0.00500000
-7.95918367 -0.00044851 0.00500000
-7.55102041 0.00097690 0.00500000
-7.14285714 -0.01056786 0.00500000
-6.73469388 0.01135426 0.00500000
-6.32653061 0.00602020 0.00500000
-5.91836735 0.00315063 0.00500000
-5.51020408 0.01630950 0.00500000
-5.10204082 0.01862638 0.00500000
-4.69387755 0.02625767 0.00500000
-4.28571429 0.03368680 0.00500000
-3.87755102 0.03975223 0.00500000
-3.46938776 0.06262586 0.00500000
-3.06122449 0.07122901 0.00500000
-2.65306122 0.08995826 0.00500000
-2.24489796 0.11967600 0.00500000
-1.83673469 0.13153236 0.00500000
-1.42857143 0.14897295 0.00500000
-1.02040816 0.16250014 0.00500000
-0.61224490 0.18056976 0.00500000
-0.20408163 0.17714090 0.00500000
0.20408163 0.18261836 0.00500000
0.61224490 0.17221008 0.00500000
1.02040816 0.16503813 0.00500000
1.42857143 0.15182088 0.00500000
1.83673469 0.12196599 0.00500000
2.24489796 0.11185829 0.00500000
2.65306122 0.08850939 0.00500000
3.06122449 0.06659945 0.00500000
3.46938776 0.05305886 0.00500000
3.87755102 0.02527306 0.00500000
4.28571429 0.03385774 0.00500000
4.69387755 0.02286927 0.00500000
5.10204082 0.01540385 0.00500000
5.51020408 0.01351694 0.00500000
5.91836735 -0.00275420 0.00500000
6.32653061 0.00767015 0.00500000
6.73469388 -0.00363136 0.00500000
7.14285714 0.00329687 0.00500000
7.55102041 -0.00168323 0.00500000
7.95918367 -0.00197291 0.00500000
8.36734694 -0.00465321 0.00500000
8.77551020 -0.00061975 0.00500000
9.18367347 0.00220324 0.00500000
9.59183673 0.00458023 0.00500000
10.00000000 0.00599054 0.00500000
